,Voltage,Omega,poles,Temperature,Current,powerFactor,Frequency,efficiency
464,438.2,117.9,2,322,12.3,0.5,307.72,79.46
465,404.9,82.4,3,324,10.6,0.5,307.72,78.61
466,409.3,119.0,3,321,11.6,0.7,307.72,87.12
467,475.4,113.1,2,319,9.8,0.6,314.0,86.61
468,455.8,96.0,3,324,11.8,0.7,314.0,63.5
469,403.4,93.1,3,326,11.9,0.8,307.72,51.75
470,479.5,101.2,2,318,9.4,0.6,307.72,76.61
471,472.6,80.7,3,326,9.3,0.8,307.72,62.34
472,436.4,102.8,3,323,7.9,0.8,314.0,93.65
473,467.8,110.0,3,329,10.5,0.7,314.0,95.88
474,477.3,86.6,3,332,11.5,0.7,307.72,60.95
475,417.6,119.0,2,318,10.0,0.7,307.72,65.98
476,438.3,110.2,2,325,7.7,0.7,314.0,85.18
477,475.5,118.3,3,331,10.4,0.8,307.72,93.05
478,469.8,103.9,2,316,11.6,0.8,314.0,51.54
479,456.6,97.7,2,321,12.2,0.5,314.0,65.2
480,435.6,95.4,3,316,8.9,0.7,314.0,85.91
481,411.7,104.4,2,319,9.3,0.8,314.0,54.84
482,472.5,86.3,3,330,8.7,0.8,314.0,71.17
483,455.4,103.7,2,325,9.6,0.7,307.72,62.59
484,434.6,88.5,3,333,12.0,0.5,307.72,82.03
485,427.0,82.9,3,326,10.2,0.5,307.72,82.23
486,405.1,103.1,2,316,9.5,0.7,307.72,54.28
487,475.7,85.6,2,317,8.9,0.7,307.72,50.7
488,456.2,98.9,3,329,10.7,0.7,307.72,74.91
489,431.3,80.2,3,321,7.4,0.7,307.72,78.29
490,417.5,113.5,2,331,10.5,0.6,307.72,65.2
491,433.3,84.2,2,327,8.4,0.6,314.0,53.8
492,429.2,82.5,2,321,7.0,0.5,307.72,79.96
493,476.1,107.8,2,328,10.3,0.8,307.72,60.99
494,455.3,108.9,2,325,11.1,0.7,314.0,55.44
495,441.6,86.9,3,326,9.9,0.5,307.72,94.92
496,465.4,102.3,2,322,10.4,0.8,314.0,50.37
497,424.9,104.3,3,324,9.8,0.8,307.72,72.19
498,444.4,110.1,2,327,9.2,0.5,314.0,97.72
499,430.2,116.8,3,334,9.7,0.8,307.72,86.39
500,456.1,96.8,2,331,10.6,0.7,307.72,52.14
501,420.5,119.6,3,315,12.2,0.8,307.72,79.26
502,463.9,99.6,2,322,12.0,0.6,314.0,50.77
503,479.7,113.9,2,316,11.4,0.6,314.0,76.8
504,433.7,113.6,2,331,7.9,0.7,307.72,85.19
505,404.4,90.8,3,331,10.1,0.6,314.0,73.82
506,473.6,92.7,3,323,8.0,0.7,314.0,93.71
507,440.5,102.2,3,330,11.7,0.5,307.72,97.12
508,451.2,109.5,2,317,11.1,0.6,307.72,73.84
509,431.7,84.9,3,321,11.8,0.6,314.0,59.35
510,435.6,90.9,3,329,7.2,0.7,314.0,94.33
511,408.8,106.6,3,318,9.5,0.8,314.0,80.25
512,474.6,89.2,2,326,7.0,0.8,307.72,65.67
513,450.0,100.1,2,327,9.9,0.7,314.0,51.76
514,476.3,87.3,2,332,8.8,0.5,314.0,72.34
515,468.2,115.3,2,329,12.5,0.8,307.72,50.16
516,414.3,100.4,3,330,10.2,0.6,307.72,86.41
517,410.6,108.4,2,315,7.1,0.7,314.0,86.97
518,406.7,81.1,2,334,7.5,0.5,307.72,65.72
519,417.6,91.4,2,324,11.0,0.5,307.72,60.41
520,448.8,112.5,2,318,8.4,0.7,307.72,86.99
521,416.7,83.3,3,333,9.4,0.7,307.72,63.53
522,420.3,86.5,2,318,8.8,0.6,314.0,57.11
523,422.2,112.0,2,328,8.9,0.5,307.72,97.32
524,424.0,96.1,2,315,7.9,0.5,314.0,86.17
525,404.1,110.2,2,334,10.8,0.7,307.72,54.57
526,461.9,106.3,2,324,7.1,0.7,307.72,90.83
527,449.8,98.1,2,326,7.8,0.8,307.72,58.09
528,453.4,91.6,2,324,9.0,0.5,314.0,72.85
529,408.6,102.7,2,326,8.8,0.8,307.72,54.51
530,423.2,109.4,3,325,12.3,0.8,307.72,68.7
531,458.2,96.2,2,330,10.9,0.5,314.0,62.52
532,400.7,119.0,3,323,10.4,0.7,314.0,89.59
533,439.3,105.6,2,331,9.6,0.8,307.72,54.17
534,473.1,115.5,2,331,12.9,0.5,307.72,77.89
535,404.6,117.4,2,334,12.7,0.5,314.0,66.35
536,407.3,103.4,2,332,8.3,0.8,314.0,55.43
537,428.9,99.5,3,323,12.1,0.5,314.0,86.63
538,404.7,113.9,3,334,12.5,0.8,307.72,68.08
539,445.8,117.3,2,331,7.5,0.8,314.0,77.32
540,402.6,80.8,3,320,9.8,0.6,314.0,63.72
541,405.4,85.7,3,334,8.2,0.6,314.0,82.35
542,465.5,87.9,3,326,11.9,0.6,314.0,70.97
543,458.4,91.3,3,331,11.2,0.5,314.0,91.25
544,421.3,105.1,3,323,9.3,0.8,314.0,81.38
545,460.2,115.2,2,325,11.7,0.5,314.0,86.16
546,423.6,96.3,3,332,11.1,0.6,307.72,78.54
547,454.7,94.2,3,329,11.2,0.7,314.0,67.0
548,470.7,99.7,3,321,10.6,0.7,307.72,81.24
549,449.8,98.6,3,330,10.3,0.7,314.0,81.88
550,422.0,107.0,3,322,10.4,0.6,307.72,95.76
551,420.6,87.2,3,322,12.0,0.5,307.72,76.48
552,412.0,88.6,2,331,9.0,0.6,314.0,56.36
553,433.2,89.9,3,325,8.5,0.8,314.0,68.77
554,430.0,87.6,3,321,9.3,0.5,314.0,96.32
555,403.6,119.0,2,329,7.3,0.6,314.0,97.55
556,451.9,92.5,3,333,11.5,0.8,307.72,57.06
557,410.5,118.5,2,332,11.8,0.6,314.0,62.51
558,413.3,106.5,3,317,12.8,0.6,307.72,84.87
559,453.5,84.7,3,324,8.3,0.6,314.0,97.44
560,479.1,101.1,2,329,8.8,0.6,314.0,82.58
561,402.2,110.1,2,326,8.6,0.8,314.0,60.1
562,437.6,101.5,2,318,8.3,0.6,307.72,82.6
563,451.4,101.5,2,325,7.3,0.6,314.0,90.88
564,448.0,109.7,3,330,12.9,0.5,314.0,96.72
565,431.4,98.7,3,317,8.5,0.8,314.0,85.57
566,425.3,116.7,2,325,7.0,0.7,314.0,89.78
567,443.4,98.9,2,315,10.5,0.6,314.0,60.64
568,427.4,112.9,2,315,12.8,0.7,314.0,54.01
569,454.1,83.6,3,324,7.9,0.7,307.72,84.08
570,407.2,102.9,3,332,9.3,0.7,307.72,88.19
571,442.9,90.5,3,323,12.7,0.7,314.0,58.21
572,423.4,119.4,2,329,8.9,0.7,307.72,78.58
573,431.1,81.4,3,329,9.1,0.7,307.72,70.59
574,400.6,83.7,3,321,8.1,0.7,314.0,74.99
575,470.6,86.4,2,316,8.8,0.5,314.0,81.09
576,404.8,119.5,2,327,12.8,0.5,307.72,69.68
577,426.8,86.6,3,330,9.7,0.8,307.72,57.75
578,442.8,107.5,3,332,11.8,0.6,314.0,90.26
579,459.5,98.7,2,324,7.8,0.7,307.72,74.59
580,450.6,105.1,2,330,8.9,0.8,307.72,59.69
581,404.8,105.3,3,326,9.6,0.8,314.0,73.42
582,432.5,96.0,3,327,9.9,0.7,307.72,74.89
583,476.2,89.0,2,331,7.1,0.6,307.72,78.45
584,411.4,108.4,2,316,11.4,0.5,314.0,74.25
585,458.9,82.0,3,316,9.0,0.7,307.72,76.37
586,432.1,89.0,3,320,10.6,0.8,314.0,56.69
587,444.0,81.4,3,333,7.3,0.7,307.72,86.46
588,478.0,99.5,2,315,11.2,0.7,307.72,54.49
589,450.9,114.9,2,322,9.2,0.7,307.72,75.74
590,402.6,119.0,2,319,10.7,0.5,307.72,84.25
591,437.6,95.8,3,316,12.6,0.6,307.72,75.53
592,448.6,91.8,2,329,7.5,0.7,314.0,65.38
593,479.5,106.3,2,315,7.6,0.8,314.0,79.88
594,417.3,107.2,2,333,7.8,0.5,314.0,99.94
595,407.8,118.1,3,330,12.6,0.6,307.72,94.63
596,462.4,107.7,2,321,11.2,0.7,314.0,55.55
597,443.1,110.4,2,326,10.5,0.8,307.72,55.32
598,448.3,82.2,3,324,9.3,0.8,307.72,59.01
599,446.5,93.4,3,331,12.9,0.7,314.0,60.92
600,451.0,112.1,3,330,9.5,0.8,307.72,95.74
601,441.0,94.6,2,315,11.6,0.5,307.72,62.29
602,447.6,94.1,3,326,7.7,0.8,307.72,85.37
603,428.6,97.1,3,327,12.9,0.5,314.0,80.87
604,422.3,87.2,3,323,10.5,0.8,307.72,51.39
605,453.4,117.3,2,320,10.3,0.7,307.72,70.63
606,402.7,105.1,2,318,12.8,0.5,307.72,56.58
607,408.8,119.1,3,316,12.7,0.6,314.0,90.37
608,463.3,108.3,2,333,11.7,0.5,314.0,75.13
609,451.0,104.0,3,323,12.2,0.8,314.0,64.76
610,410.8,99.9,3,319,9.3,0.7,314.0,83.07
611,465.0,99.4,2,329,8.4,0.6,314.0,76.94
612,463.9,118.3,2,328,10.6,0.7,314.0,69.13
613,403.7,113.3,2,318,12.7,0.5,314.0,68.72
614,433.8,82.4,3,323,10.1,0.6,307.72,74.94
615,421.8,110.7,2,325,9.3,0.8,314.0,59.99
616,439.4,111.7,3,330,9.9,0.8,314.0,78.55
617,477.3,97.3,3,331,10.6,0.6,314.0,87.62
618,474.0,117.8,3,317,12.2,0.7,314.0,95.61
619,441.4,80.9,2,320,10.2,0.5,307.72,57.88
620,465.0,95.3,2,324,11.2,0.6,307.72,55.49
621,427.1,80.5,3,315,9.1,0.5,307.72,94.02
622,462.9,91.1,2,326,10.1,0.7,307.72,53.68
623,445.6,82.4,3,333,10.1,0.5,307.72,88.21
624,465.6,107.9,3,319,10.5,0.7,307.72,98.51
625,436.6,109.1,2,320,12.1,0.5,314.0,74.05
626,465.9,119.9,2,315,7.7,0.7,314.0,99.7
627,415.3,106.9,3,327,8.9,0.7,307.72,94.67
628,422.0,111.5,2,325,10.5,0.7,307.72,57.23
629,412.8,109.9,2,331,12.3,0.6,314.0,56.6
630,427.9,104.8,3,322,12.9,0.8,307.72,63.85
631,428.7,82.5,3,325,8.3,0.7,307.72,73.85
632,474.3,80.0,3,318,10.0,0.6,314.0,77.49
633,470.0,113.1,2,333,12.5,0.5,314.0,74.28
634,412.2,119.4,2,315,12.9,0.7,307.72,57.13
635,451.4,99.1,3,320,10.3,0.8,307.72,76.19
636,449.6,99.4,2,316,8.8,0.8,307.72,55.86
637,412.8,87.5,2,325,7.0,0.5,314.0,82.12
638,457.7,99.7,2,329,7.8,0.8,307.72,67.11
639,425.5,88.7,2,322,7.6,0.6,314.0,71.45
640,427.6,117.5,3,333,11.9,0.8,314.0,71.59
641,463.0,93.1,3,315,12.6,0.6,307.72,76.91
642,431.6,118.0,2,318,9.8,0.6,314.0,82.38
643,410.7,84.1,3,319,9.3,0.6,307.72,73.1
644,423.1,108.6,3,317,10.4,0.7,307.72,88.99
645,460.6,113.5,2,324,8.1,0.8,307.72,79.92
646,401.6,101.2,2,317,9.1,0.6,307.72,70.22
647,424.6,95.5,2,324,8.2,0.6,307.72,69.92
648,437.3,112.4,3,333,12.9,0.6,314.0,80.14
649,405.0,80.6,3,326,7.2,0.6,307.72,93.85
650,446.9,102.0,2,318,10.9,0.6,307.72,63.93
651,426.0,80.0,3,316,9.0,0.6,314.0,72.81
652,468.5,94.5,2,334,12.9,0.5,307.72,57.83
653,407.3,95.9,2,328,10.9,0.5,314.0,64.11
654,414.4,97.3,2,332,8.6,0.5,307.72,81.54
655,464.3,100.4,2,324,7.1,0.6,307.72,92.74
656,403.2,99.0,2,322,9.5,0.8,307.72,50.89
657,431.6,111.0,2,323,11.7,0.7,314.0,55.53
658,438.9,84.9,3,332,11.4,0.6,314.0,61.46
659,426.7,88.0,2,320,8.9,0.5,314.0,65.01
660,403.8,118.6,3,331,8.7,0.8,307.72,95.93
661,452.8,108.7,2,332,11.3,0.7,314.0,54.78
662,455.7,97.0,2,315,8.4,0.8,307.72,57.46
663,419.2,86.7,3,327,10.7,0.6,314.0,70.55
664,450.9,114.1,2,321,9.1,0.6,307.72,94.96
665,469.0,87.0,2,321,12.7,0.5,314.0,53.91
666,477.9,99.9,2,327,7.4,0.8,314.0,70.11
667,473.0,82.6,3,322,11.1,0.8,314.0,55.14
668,465.4,90.3,3,333,10.5,0.7,314.0,73.08
669,429.6,83.5,3,324,12.2,0.5,314.0,73.87
670,423.6,105.9,2,333,9.0,0.5,314.0,84.31
671,403.8,110.5,2,318,8.9,0.8,314.0,59.1
672,437.9,88.3,3,331,12.7,0.6,314.0,61.13
673,415.9,109.4,3,330,7.3,0.8,314.0,99.85
674,446.0,104.7,2,334,9.5,0.7,314.0,63.27
675,422.2,114.3,3,315,12.0,0.7,307.72,87.86
676,461.7,105.8,3,332,12.9,0.6,307.72,81.73
677,402.5,114.2,2,332,7.2,0.8,307.72,73.52
678,423.4,101.3,3,326,10.1,0.6,314.0,86.86
679,426.8,105.4,2,316,11.1,0.8,307.72,51.54
680,464.2,111.9,2,328,8.3,0.7,307.72,84.52
681,433.5,101.5,2,328,12.0,0.6,307.72,58.21
682,441.6,89.8,3,327,12.8,0.5,314.0,76.06
683,450.7,81.9,3,334,9.7,0.7,307.72,66.87
684,444.2,87.5,3,333,11.5,0.5,314.0,81.66
685,469.0,91.9,2,333,8.2,0.7,314.0,60.92
686,464.9,110.5,3,323,10.0,0.8,307.72,86.72
687,426.9,84.2,3,331,7.2,0.8,314.0,68.84
688,474.6,86.5,3,328,7.4,0.8,314.0,86.64
689,453.7,83.8,3,334,12.9,0.5,307.72,69.93
690,443.6,93.8,3,327,7.3,0.7,314.0,99.78
691,420.7,113.2,2,317,10.9,0.5,307.72,85.03
692,453.3,112.5,2,315,11.7,0.5,314.0,78.4
693,427.1,106.9,3,328,11.3,0.8,314.0,66.92
694,472.7,98.9,2,318,9.6,0.6,314.0,66.19
695,401.0,94.0,2,329,7.7,0.6,307.72,71.62
696,412.5,117.3,3,316,11.6,0.7,307.72,91.13
697,458.2,116.5,2,315,9.2,0.6,314.0,91.26
698,426.4,80.0,3,316,7.7,0.8,307.72,70.26
699,468.1,88.0,3,324,11.7,0.7,314.0,60.82
700,429.5,95.5,2,320,8.4,0.6,314.0,72.84
701,406.7,84.6,3,317,9.7,0.5,314.0,91.8
702,409.7,112.8,2,320,12.5,0.5,314.0,70.91
703,423.9,98.7,3,324,12.3,0.6,307.72,71.34
704,421.8,101.4,2,323,10.6,0.7,314.0,51.36
705,457.0,109.3,3,332,10.9,0.7,314.0,90.7
706,454.5,91.5,3,322,11.0,0.8,307.72,63.09
707,442.4,89.2,2,317,7.7,0.7,307.72,62.42
708,458.6,97.4,2,323,11.7,0.7,307.72,52.17
709,435.5,90.1,3,329,10.4,0.7,307.72,71.75
710,415.3,90.2,3,329,12.6,0.6,314.0,55.57
711,416.4,91.1,3,331,7.6,0.7,314.0,83.98
712,479.5,114.2,2,324,12.5,0.5,314.0,79.21
713,439.4,97.7,3,333,8.6,0.7,314.0,88.1
714,440.2,112.7,2,328,9.8,0.6,307.72,76.14
715,441.2,107.1,3,333,12.3,0.7,314.0,75.69
716,447.8,84.6,2,330,10.7,0.5,314.0,59.12
717,478.1,82.7,2,329,11.0,0.5,314.0,53.68
718,412.7,95.5,3,322,9.0,0.8,314.0,67.02
719,414.0,101.7,2,325,8.9,0.6,314.0,64.56
720,400.6,106.4,2,334,12.7,0.5,307.72,54.9
721,459.4,100.9,3,329,12.7,0.7,314.0,68.93
722,478.0,98.0,2,332,9.5,0.6,307.72,67.82
723,455.9,88.1,3,333,12.5,0.7,314.0,58.92
724,423.1,110.0,2,317,12.4,0.5,314.0,66.65
725,408.0,94.7,2,316,7.7,0.6,314.0,73.41
726,409.4,113.1,3,318,11.0,0.8,307.72,78.52
727,409.5,109.8,2,322,10.4,0.6,307.72,70.84
728,423.7,89.9,3,318,9.3,0.6,314.0,89.21
729,441.2,113.4,2,320,11.0,0.7,314.0,56.73
730,415.4,98.7,2,331,8.2,0.7,314.0,58.14
731,438.7,113.2,2,319,11.5,0.8,314.0,52.56
732,448.1,106.8,3,334,9.8,0.7,314.0,92.73
733,441.9,91.0,3,323,12.7,0.7,314.0,52.52
734,426.1,91.4,3,315,12.4,0.7,307.72,54.26
735,438.5,105.6,2,322,12.2,0.5,314.0,65.87
736,416.7,101.7,2,321,9.5,0.7,307.72,54.82
737,422.7,90.7,3,317,11.5,0.6,307.72,67.69
738,455.9,108.1,3,326,12.6,0.8,314.0,60.55
739,451.1,87.2,3,319,9.1,0.7,314.0,75.82
740,413.8,81.9,3,318,10.1,0.8,314.0,51.15
741,470.4,100.1,2,323,10.0,0.8,314.0,52.12
742,438.9,85.3,2,324,10.1,0.5,307.72,61.72
743,416.1,91.7,3,315,12.3,0.7,314.0,52.96
744,434.1,109.8,3,320,8.3,0.8,307.72,98.01
745,424.2,99.7,2,320,9.7,0.6,314.0,62.58
746,433.4,101.7,2,326,9.7,0.5,314.0,73.79
747,400.6,108.1,3,330,10.5,0.8,307.72,74.43
748,447.5,89.7,2,318,10.3,0.6,314.0,57.64
749,443.0,110.2,2,326,10.6,0.6,314.0,72.32
750,468.8,113.3,2,322,11.6,0.7,314.0,62.73
751,444.6,87.2,3,326,12.4,0.6,307.72,61.24
752,430.2,116.8,3,320,11.4,0.7,314.0,93.8
753,463.0,115.6,2,328,11.2,0.8,307.72,53.88
754,475.1,88.9,3,322,12.7,0.8,307.72,57.1
755,466.5,84.7,3,320,10.8,0.8,307.72,53.67
756,459.1,80.4,2,331,8.8,0.5,307.72,66.9
757,411.1,95.2,2,333,8.4,0.5,314.0,78.74
758,413.5,89.9,2,328,7.8,0.5,307.72,84.05
759,457.1,102.4,3,334,9.9,0.7,314.0,86.01
760,472.6,107.7,3,328,11.0,0.7,314.0,91.92
761,447.9,111.1,2,327,11.7,0.5,307.72,76.38
762,444.2,115.0,3,325,12.3,0.6,314.0,95.32
763,421.1,87.0,3,315,10.7,0.6,314.0,69.82
764,428.5,86.8,2,315,8.2,0.5,307.72,80.22
765,406.9,105.7,2,315,8.1,0.8,314.0,58.69
766,466.4,113.8,2,322,11.5,0.6,307.72,77.91
767,470.6,92.7,3,332,9.4,0.7,307.72,79.59
768,428.6,107.3,2,326,8.0,0.7,307.72,72.41
769,410.6,85.9,2,333,8.4,0.6,314.0,59.28
770,435.6,86.9,3,327,7.6,0.7,307.72,88.69
771,452.2,102.3,3,319,12.7,0.8,314.0,59.68
772,459.9,99.7,2,319,12.1,0.5,314.0,61.52
773,470.3,106.4,3,327,12.5,0.8,307.72,70.41
774,461.2,103.6,3,333,10.3,0.7,307.72,89.75
775,417.5,94.4,3,326,11.3,0.7,307.72,66.48
776,400.1,82.4,3,333,11.6,0.6,307.72,51.82
777,472.2,89.7,2,321,8.0,0.7,307.72,62.85
778,469.6,102.5,2,324,11.0,0.7,314.0,55.73
779,468.5,114.4,2,329,12.7,0.5,314.0,73.12
780,465.0,89.0,3,332,8.3,0.6,314.0,95.12
781,455.1,95.4,3,321,11.9,0.6,307.72,75.3
782,420.2,99.5,3,321,7.0,0.8,314.0,97.59
783,466.9,95.6,2,315,11.3,0.5,314.0,68.9
784,462.1,97.3,3,331,10.5,0.8,307.72,68.17
785,470.4,105.3,3,331,10.4,0.7,314.0,88.65
786,432.9,110.7,2,321,8.9,0.8,314.0,63.88
787,474.9,114.4,2,332,11.4,0.7,307.72,61.64
788,429.5,89.0,3,326,8.1,0.6,314.0,91.51
789,471.4,108.5,3,317,11.8,0.8,307.72,77.21
790,445.5,85.2,3,329,8.8,0.6,314.0,80.95
791,424.4,83.1,3,323,8.3,0.6,307.72,86.85
792,461.5,107.9,2,319,11.7,0.6,314.0,63.73
793,408.6,117.5,2,315,7.6,0.8,314.0,76.54
794,452.2,96.8,3,320,10.5,0.7,307.72,77.41
795,449.5,99.3,3,325,9.1,0.8,307.72,79.46
796,460.6,101.5,2,318,8.7,0.7,307.72,66.24
797,428.9,100.6,2,320,9.8,0.7,307.72,54.94
798,404.3,83.3,2,321,9.6,0.5,314.0,59.85
799,468.8,92.7,3,318,9.9,0.7,307.72,84.54
800,415.6,90.9,3,331,8.0,0.6,307.72,96.7
801,401.7,87.3,3,318,11.2,0.5,307.72,79.41
802,427.1,104.3,3,334,9.3,0.7,307.72,86.64
803,403.2,104.9,2,319,11.9,0.5,314.0,58.94
804,441.2,96.7,3,326,9.5,0.7,307.72,87.93
805,418.5,87.5,3,316,7.4,0.7,307.72,93.43
806,447.2,116.7,2,317,7.0,0.8,307.72,91.34
807,413.6,102.1,3,316,12.0,0.5,314.0,98.6
808,446.4,107.5,2,316,9.0,0.5,314.0,95.05
809,434.8,117.5,2,315,10.1,0.6,307.72,85.42
810,461.8,104.1,2,320,8.6,0.8,314.0,58.42
811,400.3,94.7,3,319,9.6,0.8,307.72,66.37
812,427.1,88.2,3,328,10.0,0.5,314.0,95.55
813,464.5,93.9,2,327,12.1,0.5,307.72,57.87
814,405.4,103.0,2,324,8.5,0.6,307.72,74.06
815,475.7,105.3,2,316,8.9,0.8,314.0,65.01
816,408.8,84.7,3,330,11.1,0.7,314.0,55.0
817,479.1,118.9,2,319,9.8,0.8,307.72,71.38
818,452.4,91.9,3,319,11.9,0.7,307.72,67.25
819,441.9,97.9,2,318,11.4,0.6,307.72,59.88
820,402.5,87.1,3,321,9.2,0.7,307.72,65.18
821,476.6,85.0,3,316,9.1,0.8,307.72,73.16
822,468.2,102.4,2,332,9.9,0.6,307.72,74.04
823,426.6,93.0,3,320,9.2,0.6,314.0,93.47
824,467.2,119.3,2,328,9.8,0.7,307.72,75.88
825,451.6,91.9,2,324,9.1,0.8,314.0,51.53
826,467.8,91.8,3,331,9.0,0.7,307.72,86.84
827,464.5,96.6,2,316,11.4,0.7,314.0,50.11
828,445.0,105.0,2,330,10.1,0.5,307.72,83.98
829,458.9,102.3,3,316,12.6,0.7,307.72,73.8
830,472.2,85.9,2,330,9.6,0.7,314.0,51.11
831,471.0,100.7,2,318,7.4,0.7,307.72,80.45
832,460.5,86.3,3,315,10.2,0.6,314.0,82.48
833,457.3,81.8,2,326,9.2,0.5,314.0,66.46
834,436.8,102.8,3,315,11.6,0.8,314.0,60.46
835,463.4,108.7,2,329,7.8,0.7,307.72,82.54
836,405.8,82.5,3,330,7.7,0.8,307.72,66.81
837,414.1,88.7,3,328,8.6,0.7,307.72,79.44
838,411.3,113.2,2,329,9.0,0.7,307.72,72.29
839,474.0,103.9,2,322,10.9,0.6,307.72,64.84
840,406.2,89.8,2,318,8.4,0.5,307.72,75.2
841,470.4,95.3,3,325,8.6,0.8,307.72,88.94
842,400.9,92.3,3,334,10.0,0.5,307.72,94.57
843,400.8,113.7,3,326,12.5,0.8,314.0,65.81
844,418.2,98.4,3,325,11.7,0.5,307.72,88.06
845,403.4,113.3,3,315,12.4,0.8,314.0,67.59
846,476.9,81.4,2,316,8.9,0.6,314.0,60.34
847,405.0,83.8,3,334,7.1,0.7,314.0,74.93
848,403.0,115.9,2,322,12.7,0.7,314.0,51.42
849,451.5,98.5,2,333,9.0,0.5,314.0,80.63
850,435.3,87.7,3,333,8.4,0.8,307.72,67.78
851,470.1,101.7,2,330,8.0,0.6,307.72,83.9
852,433.3,92.8,3,323,8.0,0.7,314.0,87.45
853,451.9,96.4,3,326,8.1,0.7,307.72,95.37
854,458.1,113.5,2,331,10.1,0.5,314.0,94.08
855,470.8,108.5,2,328,12.9,0.6,307.72,61.6
856,432.2,85.8,3,322,11.6,0.5,307.72,77.53
857,427.3,119.5,2,317,12.9,0.7,307.72,55.86
858,448.1,95.7,2,316,10.3,0.5,307.72,78.57
859,416.1,107.3,3,321,12.8,0.5,307.72,93.59
860,439.0,99.0,3,324,12.1,0.8,314.0,57.01
861,404.5,84.2,3,323,7.7,0.6,314.0,91.39
862,456.3,81.1,3,324,9.4,0.5,307.72,95.51
863,413.5,116.7,3,334,11.1,0.7,307.72,90.61
864,461.7,86.1,2,321,10.7,0.5,314.0,59.94
865,449.8,112.4,2,331,12.2,0.6,307.72,60.1
866,415.2,100.1,3,331,9.4,0.8,314.0,73.26
867,409.7,86.9,2,326,8.0,0.5,314.0,67.13
868,456.6,84.4,3,321,7.6,0.8,314.0,78.4
869,403.7,110.0,2,327,8.8,0.7,314.0,60.84
870,417.1,89.7,3,323,10.9,0.7,314.0,60.91
871,443.9,91.2,2,325,11.7,0.6,307.72,51.17
872,443.3,114.6,2,316,8.8,0.6,307.72,94.6
873,410.4,87.1,3,324,10.8,0.6,307.72,70.45
874,405.2,100.4,3,330,11.7,0.6,307.72,77.23
875,437.3,105.5,3,315,11.7,0.6,314.0,87.06
876,477.6,82.1,3,327,8.6,0.8,314.0,64.64
877,436.2,111.1,2,322,8.9,0.5,307.72,98.21
878,434.7,109.5,2,327,12.5,0.6,314.0,54.94
879,427.8,104.9,3,320,10.6,0.6,314.0,90.91
880,429.4,100.7,2,334,11.8,0.5,314.0,62.72
881,423.6,84.7,3,318,8.3,0.7,307.72,81.37
882,444.6,85.9,3,318,9.8,0.5,314.0,98.71
883,452.7,93.7,2,320,9.2,0.6,314.0,67.4
884,464.9,108.6,2,334,7.3,0.8,307.72,73.99
885,423.7,100.6,3,325,9.6,0.6,314.0,92.03
886,425.4,114.7,3,329,10.0,0.7,314.0,99.68
887,474.7,89.6,2,328,10.7,0.5,307.72,69.67
888,418.1,116.0,2,329,7.2,0.7,307.72,86.54
889,416.4,104.8,2,321,10.9,0.7,307.72,53.68
890,411.4,85.1,2,329,7.8,0.6,307.72,57.28
891,424.1,102.2,2,319,8.6,0.8,307.72,60.66
892,471.5,93.5,3,320,8.2,0.8,314.0,87.72
893,414.4,85.9,2,322,7.3,0.5,314.0,78.67
894,447.9,83.5,2,315,10.5,0.5,314.0,57.87
895,432.2,92.1,2,315,7.4,0.8,307.72,55.4
896,459.9,100.5,3,334,11.0,0.7,314.0,71.76
897,434.3,84.7,3,334,9.6,0.5,314.0,86.06
898,449.2,88.4,3,332,10.9,0.7,307.72,59.33
899,408.3,92.8,3,326,11.9,0.7,307.72,54.43
900,430.2,105.7,2,329,7.1,0.7,314.0,83.1
901,471.8,112.2,2,332,12.3,0.6,307.72,69.3
902,438.2,87.0,3,331,9.9,0.6,307.72,82.06
903,467.0,95.5,3,320,12.9,0.6,307.72,77.36
904,431.8,95.7,3,334,8.0,0.7,314.0,86.09
905,471.0,97.1,2,323,11.1,0.6,314.0,54.81
906,457.5,100.4,3,323,9.7,0.7,307.72,85.92
907,410.4,115.2,2,332,8.5,0.7,314.0,71.23
908,415.7,107.1,2,327,9.1,0.7,314.0,56.98
909,441.7,96.8,2,322,7.2,0.7,314.0,74.78
910,432.9,90.2,3,333,11.2,0.7,314.0,58.15
911,408.3,99.2,3,331,10.0,0.7,314.0,77.24
912,458.0,98.8,3,320,12.2,0.7,314.0,71.25
913,407.5,109.3,2,331,11.2,0.6,307.72,55.55
914,462.2,115.8,3,328,11.6,0.7,314.0,87.25
915,439.2,102.5,2,327,11.7,0.6,314.0,56.63
916,458.1,105.3,2,315,9.7,0.6,314.0,74.65
917,434.4,95.7,2,323,11.7,0.5,307.72,58.26
918,458.2,108.4,2,318,9.3,0.8,314.0,61.27
919,415.7,89.5,3,329,11.7,0.6,314.0,66.58
920,473.0,102.3,2,315,10.0,0.7,307.72,67.1
921,463.5,115.0,2,333,8.3,0.8,307.72,79.05
922,475.8,84.6,3,327,12.6,0.7,307.72,52.3
923,425.1,118.1,2,327,12.3,0.8,307.72,51.37
924,455.3,80.8,2,324,10.0,0.6,307.72,52.04
925,455.9,95.6,3,317,8.5,0.7,307.72,96.04
926,437.0,80.1,2,321,11.5,0.5,307.72,51.99
927,438.1,96.5,2,317,8.5,0.6,307.72,74.28
928,422.9,101.5,2,329,11.5,0.6,314.0,55.39
