3 Phase Voltage in Volts,3 Phase Current in Amps,Poles,Frequency in Hz,Power Factor,Temperature in Celcius,% Load,Angular Velocity in rad/sec,Motor Age in Yrs,Efficiency,Reliability,Life Cycle in Yrs
466.6,12.2,3,49,0.7,52,99,100,0,89.54,Moderately,8
441.5,11.8,2,49,0.8,60,87,80,1,83.86,Moderately,5
444.6,8.5,3,49,0.8,67,65,81,2,83.01,Moderately,5
454.3,7.5,3,49,0.5,37,116,81,0,92.02,Strongly,9
463.8,11.9,3,49,0.8,13,75,97,3,80.43,Moderately,3
468.8,8.1,2,49,0.8,42,114,98,2,82.08,Moderately,4
462.3,7.4,2,50,0.8,69,53,87,3,80.97,Moderately,4
444.5,10.4,3,49,0.6,43,92,90,3,81.76,Moderately,4
423.1,8.5,3,50,0.5,74,70,96,2,83.35,Moderately,5
404.2,10.3,2,50,0.5,59,90,91,3,81.11,Moderately,4
442.8,10.1,2,49,0.6,53,76,117,0,89.81,Moderately,8
430.1,8.8,3,49,0.7,71,94,110,0,90.34,Strongly,8
479.2,7.2,2,50,0.7,27,96,93,3,81.66,Moderately,4
428.1,11.6,2,49,0.7,50,79,102,2,81.67,Moderately,4
403.7,12.8,3,50,0.5,77,98,94,3,81.39,Moderately,4
419.2,10.5,2,49,0.6,62,67,119,2,82.35,Moderately,4
421.3,8.2,2,49,0.7,12,77,86,0,90.17,Strongly,8
443.2,7.3,3,49,0.8,52,54,91,3,81.87,Moderately,4
406.1,9.5,3,50,0.8,30,70,85,1,85.64,Moderately,6
421.8,8.1,3,49,0.7,28,67,118,3,82.13,Moderately,4
430.5,11.8,3,49,0.7,73,119,118,2,83.59,Moderately,5
405,9.8,2,49,0.5,49,69,89,3,81.23,Moderately,4
473.1,7.4,3,49,0.6,64,115,104,0,92.57,Strongly,9
465.6,7.4,2,49,0.8,15,93,82,1,85.65,Moderately,6
442.5,11.9,3,50,0.7,25,84,117,3,82.05,Moderately,4
476.9,10.4,3,50,0.5,15,82,80,2,82.94,Moderately,5
417.6,9.1,3,50,0.7,48,61,115,3,81.32,Moderately,4
470.8,11,3,49,0.8,37,115,112,0,90.99,Strongly,9
469.5,7.2,3,50,0.7,49,93,84,2,83.87,Moderately,5
441.5,8,2,49,0.5,61,81,90,0,90.79,Strongly,8
446.9,12.5,3,49,0.7,64,111,96,3,80.21,Moderately,3
433.4,10.5,2,50,0.8,48,68,108,2,82.72,Moderately,5
420.6,10,3,50,0.6,36,96,87,3,80.62,Moderately,4
432.1,9.2,2,49,0.5,75,102,103,0,89.78,Moderately,8
456,7.6,2,50,0.8,29,84,100,3,81.4,Moderately,4
452.2,9.5,3,49,0.6,62,51,108,2,84.39,Moderately,6
433.1,12.7,3,50,0.8,56,101,99,3,81,Moderately,4
405.2,8.8,2,49,0.5,29,73,82,1,84.84,Moderately,6
436.1,8.4,2,50,0.5,19,55,100,2,82.99,Moderately,5
438.4,8.1,3,50,0.7,31,90,103,3,81.46,Moderately,4
433.9,7.2,3,50,0.7,60,60,116,0,92.31,Strongly,9
411.5,11.7,3,50,0.8,11,82,109,2,83.33,Moderately,5
421.3,11.6,3,49,0.7,19,84,86,1,84.72,Moderately,6
429.5,11.6,2,50,0.6,15,79,97,3,80.09,Moderately,3
417.6,10.6,3,49,0.6,26,76,116,3,81.66,Moderately,4
448.1,7.3,3,49,0.5,62,51,97,2,85.33,Moderately,6
400.5,12.7,2,49,0.6,77,106,115,3,81,Moderately,4
411.1,9.7,3,49,0.8,61,115,107,3,81.56,Moderately,4
400,11,3,50,0.8,17,97,93,0,90.16,Strongly,8
453.9,11.3,2,50,0.6,46,80,119,3,80.58,Moderately,4
416.3,8.7,2,49,0.7,52,73,110,2,83.23,Moderately,5
418.7,10.5,3,49,0.8,78,113,112,1,86.02,Moderately,6
425.1,8.5,2,49,0.7,12,55,91,1,85.75,Moderately,6
419.6,8.1,3,50,0.5,32,67,95,2,84.83,Moderately,6
456,9.2,3,50,0.5,62,102,100,1,87.38,Moderately,7
476,11.4,3,49,0.7,39,78,114,1,86.77,Moderately,7
414.2,8.8,2,49,0.5,15,76,90,2,83.51,Moderately,5
450.2,10.5,2,49,0.8,78,113,111,2,82.75,Moderately,5
462.8,11.8,3,49,0.7,79,80,82,0,89.95,Moderately,8
460.4,10.9,2,49,0.5,29,70,111,1,86.59,Moderately,7
464.4,7.7,3,49,0.8,15,110,97,3,81.38,Moderately,4
425.3,12.2,3,50,0.5,37,67,115,3,81.6,Moderately,4
409.2,12.2,2,50,0.7,41,92,96,3,79.66,Weekly,3
416.2,12.8,2,49,0.7,17,92,85,3,79.57,Weekly,3
476.6,8.8,2,50,0.8,19,102,97,1,84.73,Moderately,6
402.2,12.7,3,49,0.8,26,80,81,1,84.2,Moderately,5
456.5,11.2,2,50,0.5,12,53,90,3,81.38,Moderately,4
478.1,11.7,3,49,0.8,19,69,102,1,85.15,Moderately,6
433.4,8.7,2,49,0.5,48,95,113,2,83.2,Moderately,5
468.8,12.3,3,49,0.7,47,105,85,3,80.12,Moderately,3
457.6,10,2,49,0.6,34,109,117,0,90.06,Strongly,8
419.7,9,2,50,0.5,17,79,92,3,80.66,Moderately,4
439.1,11.1,3,49,0.7,65,72,107,3,81.67,Moderately,4
435.9,11.3,3,49,0.6,60,100,86,3,81.35,Moderately,4
422.1,8.5,2,50,0.8,69,55,91,2,81.56,Moderately,4
433.5,7.7,2,50,0.6,63,119,105,3,81.77,Moderately,4
449.2,12.3,2,49,0.5,20,106,93,1,85.79,Moderately,6
418.6,10.6,2,49,0.6,52,112,90,3,80.91,Moderately,4
443.8,8.1,2,49,0.8,73,70,90,2,82.68,Moderately,5
411,7.9,3,50,0.6,74,56,97,2,84.01,Moderately,5
456.2,10.4,3,50,0.8,57,74,114,2,83.61,Moderately,5
458.6,9.5,3,50,0.6,51,50,119,2,83.93,Moderately,5
477.3,7.2,3,50,0.5,46,83,114,2,86.91,Moderately,7
404.6,12.9,3,49,0.5,69,95,95,1,86.03,Moderately,6
476.5,12.1,3,50,0.8,51,110,87,1,84.47,Moderately,6
412.1,8.8,2,49,0.5,42,103,102,0,89.97,Moderately,8
420.5,7.5,3,49,0.5,25,59,95,1,88.1,Moderately,7
403,11,3,50,0.7,77,109,109,3,81.45,Moderately,4
460.9,10.1,3,50,0.7,53,50,110,3,81.09,Moderately,4
452.7,9.8,3,49,0.5,72,54,92,1,86.81,Moderately,7
477.7,7.7,2,50,0.5,67,65,80,1,85.06,Moderately,6
464.5,7.7,2,50,0.7,71,119,95,0,90.32,Strongly,8
420.2,8.1,2,50,0.7,46,105,95,0,90.19,Strongly,8
432.4,10.5,3,50,0.7,13,93,80,1,85.76,Moderately,6
466.7,12.5,3,50,0.7,23,84,111,3,81.88,Moderately,4
405.3,12.3,2,50,0.7,33,90,102,2,81.56,Moderately,4
441.3,11.1,2,49,0.6,31,81,92,2,82.85,Moderately,5
465.8,7.2,2,49,0.6,53,80,84,1,85.05,Moderately,6
442.1,9.7,3,49,0.8,17,100,117,1,85.96,Moderately,6
470.3,10.1,2,50,0.6,18,117,119,3,82.11,Moderately,4
407.6,7.3,3,49,0.7,73,115,82,2,82.36,Moderately,5
418.7,11,2,50,0.6,17,51,80,0,88.75,Moderately,8
451.4,12.7,2,49,0.5,46,52,113,1,86.14,Moderately,6
417.5,9.4,2,49,0.5,10,111,93,0,90.78,Strongly,8
479.8,10.9,2,49,0.5,42,57,80,0,89.15,Moderately,8
417.8,9.8,2,50,0.6,56,107,108,0,90.4,Strongly,8
427.5,9.6,3,49,0.5,30,72,108,1,86.88,Moderately,7
413.8,8.3,2,49,0.6,43,53,118,3,81.12,Moderately,4
462.4,12.7,2,50,0.7,43,67,114,1,85.57,Moderately,6
430.1,11.5,3,50,0.8,63,101,119,0,89.64,Moderately,8
432.9,11,2,49,0.7,77,51,83,2,81.33,Moderately,4
463.4,7.4,3,50,0.6,19,103,118,3,83.53,Moderately,5
471.9,10.6,2,49,0.8,77,63,91,2,82.45,Moderately,5
442.1,7.1,3,49,0.8,15,119,84,0,90.05,Strongly,8
413.2,11,2,50,0.7,39,73,83,2,82.37,Moderately,5
400.7,7.8,3,50,0.8,65,89,118,1,85.81,Moderately,6
456.3,10.9,2,49,0.8,63,112,118,3,81.11,Moderately,4
469.5,7.4,2,50,0.7,60,104,114,2,83.82,Moderately,5
409.4,8.7,3,50,0.6,72,115,86,2,83.4,Moderately,5
441.3,9.4,3,50,0.5,49,80,110,2,84.06,Moderately,5
428.1,9.3,2,49,0.8,20,78,95,2,82.77,Moderately,5
443.5,12.3,2,49,0.5,46,103,92,2,82.91,Moderately,5
466.5,7.1,3,49,0.7,53,75,98,0,91.89,Strongly,9
427.4,12.6,2,49,0.6,70,84,84,1,85.06,Moderately,6
406.4,8.9,2,50,0.6,44,51,84,1,85.47,Moderately,6
445.9,12.8,2,50,0.7,43,66,108,1,84.39,Moderately,6
455.6,8.9,2,50,0.7,64,66,104,0,90.3,Strongly,8
476.3,8.3,3,49,0.7,10,112,99,2,84.6,Moderately,6
433.2,7.3,3,50,0.6,60,101,89,2,83.14,Moderately,5
411.8,10,3,49,0.5,72,84,100,2,84.08,Moderately,5
429.9,9.5,3,49,0.8,21,84,102,1,85.36,Moderately,6
400.7,10.3,2,49,0.8,15,69,109,0,89.05,Moderately,8
419.1,9.8,3,49,0.5,11,98,80,2,83.87,Moderately,5
413.1,10,3,49,0.5,50,76,96,3,81.28,Moderately,4
400.9,7,2,49,0.7,42,99,104,1,85.19,Moderately,6
421.2,12.4,2,49,0.8,40,98,94,0,88.5,Moderately,7
465,10.6,2,49,0.8,40,119,84,3,80.64,Moderately,4
455.7,8.6,3,50,0.5,47,101,106,1,88.11,Moderately,7
415.8,7.3,2,49,0.7,76,116,108,0,89.61,Moderately,8
409.9,7.2,3,49,0.6,37,86,86,1,85.91,Moderately,6
436.2,10.2,3,49,0.8,40,62,114,2,83.75,Moderately,5
461.3,7.8,2,50,0.8,49,78,116,3,80.68,Moderately,4
432.1,9.1,2,50,0.5,15,60,98,0,91.01,Strongly,9
437.6,10.4,3,49,0.8,68,109,107,3,81.51,Moderately,4
437.1,7.2,3,50,0.6,66,108,103,0,92.17,Strongly,9
464,10.3,2,50,0.8,45,100,101,2,82.71,Moderately,5
401.8,7.6,3,49,0.8,63,94,116,2,84.18,Moderately,5
422.8,8.4,2,49,0.5,72,113,114,0,90.38,Strongly,8
458.2,10.8,3,49,0.6,39,70,102,2,83.02,Moderately,5
435.2,12.2,3,50,0.8,52,64,88,3,80.86,Moderately,4
422.7,12.3,2,49,0.5,52,81,118,0,89.71,Moderately,8
413.1,12.1,2,50,0.8,53,72,84,3,80.37,Moderately,3
475.1,7,2,49,0.7,74,95,87,3,80.31,Moderately,3
421.4,11.4,2,49,0.8,66,108,115,3,79.88,Weekly,3
454.3,8.5,3,50,0.5,26,109,101,2,85.35,Moderately,6
477.8,11.8,3,50,0.5,27,82,103,1,86.23,Moderately,6
470.8,12.1,3,49,0.5,32,110,104,0,91.78,Strongly,9
458.5,10.3,3,50,0.6,21,75,119,0,91.38,Strongly,9
451.2,12.1,3,50,0.6,12,70,102,0,90.14,Strongly,8
426.9,10.6,2,50,0.8,43,80,107,1,84.39,Moderately,6
428.9,12.6,3,50,0.5,72,101,91,2,82.28,Moderately,4
405.7,11.1,3,50,0.5,66,112,101,0,90.07,Strongly,8
410.5,8.7,3,50,0.5,28,75,114,2,84.56,Moderately,6
456.7,10.2,2,49,0.6,62,69,82,0,88.86,Moderately,8
448.9,9,3,50,0.5,34,101,112,3,82.73,Moderately,5
453.1,7,2,50,0.8,63,59,82,0,89.93,Moderately,8
428.9,8.7,2,49,0.6,35,54,100,2,83.4,Moderately,5
452,8.4,3,50,0.8,66,80,86,3,81.34,Moderately,4
464.1,11.2,3,50,0.5,77,84,105,2,84.18,Moderately,5
444.7,8.6,2,49,0.6,67,86,92,3,80.28,Moderately,3
468.1,8.5,3,50,0.8,12,91,82,3,81.58,Moderately,4
467.5,7.1,2,49,0.8,59,72,101,1,86,Moderately,6
421.8,8.8,3,50,0.8,66,91,98,1,84.99,Moderately,6
474.8,7.9,3,49,0.5,41,113,84,2,83.75,Moderately,5
414.1,10.6,3,50,0.8,56,65,97,3,81.15,Moderately,4
416,9.3,2,49,0.6,54,111,81,0,88.86,Moderately,8
479,12.9,3,50,0.8,73,51,113,3,81.36,Moderately,4
440.7,12.4,2,50,0.7,47,65,94,0,88.64,Moderately,8
443.7,11.5,2,50,0.6,31,117,118,3,81.57,Moderately,4
407.8,9.2,3,49,0.8,79,111,104,3,81.47,Moderately,4
475,8.9,3,49,0.8,40,83,116,3,81.57,Moderately,4
453.1,11.9,2,49,0.8,49,95,86,0,88.46,Moderately,7
407,9.5,2,49,0.5,10,97,113,0,90.45,Strongly,8
419.2,12.6,3,49,0.6,79,106,93,0,89.22,Moderately,8
461.6,9.7,2,50,0.8,54,113,119,2,83.13,Moderately,5
433.5,11.8,3,49,0.6,26,51,89,2,82.35,Moderately,4
429.1,10.8,2,50,0.7,74,51,91,3,79.66,Weekly,3
461.8,12.6,3,50,0.8,66,117,118,3,81.49,Moderately,4
451.7,10.7,2,49,0.7,36,72,99,1,84.55,Moderately,6
467.6,12.6,3,50,0.7,70,63,99,1,85.78,Moderately,6
463,8.8,2,49,0.8,72,71,102,1,85.58,Moderately,6
471.8,9.4,3,49,0.6,10,82,112,3,82.48,Moderately,5
474.4,10.2,2,49,0.7,49,115,109,3,81.36,Moderately,4
471.6,12.1,2,50,0.7,57,61,83,0,89.51,Moderately,8
461.3,10.8,3,49,0.8,76,65,113,2,83.48,Moderately,5
427.3,9.7,3,50,0.5,39,87,99,0,90.77,Strongly,8
468.9,8.9,2,49,0.8,48,56,92,2,82.77,Moderately,5
470.7,7.6,3,49,0.5,15,80,115,2,87.37,Moderately,7
477.1,7.9,2,49,0.6,32,58,110,3,81.42,Moderately,4
407.3,11.5,2,49,0.6,68,76,97,2,81.65,Moderately,4
475.5,10.4,3,50,0.8,67,91,101,3,80.45,Moderately,3
443.5,8.8,2,49,0.6,65,72,90,2,82,Moderately,4
433.4,12.6,2,49,0.5,27,70,103,3,81.39,Moderately,4
434.1,10.2,2,49,0.6,47,75,85,2,81.72,Moderately,4
410.6,8.4,2,50,0.8,74,110,91,0,89.7,Moderately,8
427.5,8.7,3,50,0.8,14,67,116,3,82.49,Moderately,5
440.1,7.3,3,49,0.6,38,104,108,1,88.26,Moderately,7
454.4,11.2,2,50,0.8,46,83,106,1,85.36,Moderately,6
419.3,11.3,2,49,0.8,57,106,97,1,85.1,Moderately,6
444.6,7.9,2,50,0.7,50,71,89,1,85.64,Moderately,6
411.8,11.3,3,49,0.6,56,90,110,3,80.98,Moderately,4
462,8.6,2,49,0.8,39,76,112,3,80.51,Moderately,4
442.3,9.7,3,50,0.8,58,52,85,3,81.1,Moderately,4
475.3,12.8,2,50,0.7,37,91,104,3,79.93,Weekly,3
473.9,10.1,2,50,0.8,15,80,97,1,85.52,Moderately,6
465.3,7.8,3,50,0.8,25,86,85,0,89.84,Moderately,8
473.5,8.7,3,50,0.5,62,87,84,1,85.91,Moderately,6
403.5,9.7,3,49,0.5,78,83,112,1,87.32,Moderately,7
453.1,8.1,3,49,0.6,27,113,111,2,84.48,Moderately,6
419.9,9.7,3,50,0.5,67,118,91,0,91.12,Strongly,9
464.9,8.9,3,49,0.5,22,94,90,3,82.97,Moderately,5
428.6,11,2,50,0.7,51,106,116,3,81.17,Moderately,4
473.9,12.1,2,50,0.8,79,117,93,0,89.48,Moderately,8
467.9,9.9,2,50,0.5,35,119,92,0,89.63,Moderately,8
406.4,9.2,2,50,0.8,31,80,95,3,80.84,Moderately,4
423.6,8.4,3,50,0.8,70,109,95,0,90.51,Strongly,8
445.8,12.3,2,50,0.6,77,58,99,0,88.83,Moderately,8
475.9,12.5,2,50,0.5,68,57,81,2,81.62,Moderately,4
401.7,10.3,3,49,0.8,44,113,88,1,84.55,Moderately,6
401.3,10.4,2,49,0.6,23,65,112,3,81.53,Moderately,4
418.4,11.4,2,49,0.8,46,96,102,3,79.72,Weekly,3
456.8,8.5,3,50,0.7,48,89,94,2,83.79,Moderately,5
409.8,7,2,50,0.5,75,58,102,2,83.92,Moderately,5
463.9,12.3,2,50,0.7,65,92,89,3,79.6,Weekly,3
402.3,10.6,2,49,0.7,21,67,89,2,81.58,Moderately,4
462.3,10.1,2,49,0.6,42,56,85,3,81.04,Moderately,4
457.4,7.2,3,49,0.5,14,70,108,0,94.53,Strongly,10
409.1,8.5,2,50,0.5,57,69,89,0,89.43,Moderately,8
441,11.1,2,49,0.7,60,72,97,0,88.81,Moderately,8
413.1,7.1,2,49,0.6,46,88,97,2,83.58,Moderately,5
439.5,7,2,50,0.6,62,99,105,0,91.13,Strongly,9
435.5,7.9,3,50,0.8,37,59,91,2,82.52,Moderately,5
452.8,7.8,2,49,0.6,15,84,94,1,85.43,Moderately,6
454.1,8.5,3,49,0.5,20,102,112,0,92.76,Strongly,9
465.3,9.4,3,50,0.7,22,116,115,2,84.63,Moderately,6
415.4,9.3,3,50,0.7,26,63,110,2,84.09,Moderately,5
468.8,8.9,2,50,0.6,70,60,92,3,81.25,Moderately,4
466.5,7.4,2,50,0.7,60,54,114,1,85.53,Moderately,6
423.1,7.2,3,50,0.5,20,86,114,1,88.55,Moderately,7
416.9,12,2,49,0.6,59,87,88,2,81.5,Moderately,4
470.6,10.5,2,50,0.5,62,105,110,1,85.37,Moderately,6
418.4,7.8,2,50,0.6,40,95,81,1,85.66,Moderately,6
442.5,9.9,3,49,0.5,49,103,82,1,85.49,Moderately,6
427.5,9.5,3,50,0.6,13,79,86,1,85.44,Moderately,6
441.6,11.6,3,49,0.5,11,86,86,0,90.12,Strongly,8
411,7.3,3,49,0.5,37,89,104,0,93.17,Strongly,9
466.4,12.8,3,49,0.8,18,95,86,3,81.02,Moderately,4
466.8,11.2,3,49,0.6,13,71,90,2,83.74,Moderately,5
427.2,7.2,3,49,0.6,26,60,102,3,83.37,Moderately,5
437.8,12.5,3,49,0.6,22,55,100,1,86.35,Moderately,6
426.5,10.5,3,50,0.8,58,112,109,2,83.31,Moderately,5
462.8,12.7,2,49,0.8,63,57,80,0,88.3,Moderately,7
438,12.4,2,49,0.5,32,72,101,0,90.4,Strongly,8
400.3,7.1,2,50,0.7,49,97,102,2,82.28,Moderately,4
417.1,7.1,3,49,0.6,45,55,103,0,91.4,Strongly,9
450,11.3,3,50,0.6,34,94,84,3,81.44,Moderately,4
401.9,12.7,3,50,0.8,50,74,100,2,82.74,Moderately,5
463.1,12.5,2,49,0.7,64,80,110,1,85.47,Moderately,6
454.7,7.8,3,49,0.8,74,105,104,1,86.64,Moderately,7
474.1,11.9,3,50,0.6,74,90,90,0,89.43,Moderately,8
412.9,8.7,3,49,0.7,45,104,113,0,91.61,Strongly,9
474.2,10.4,3,49,0.5,21,54,94,2,84.58,Moderately,6
451.5,9.3,2,50,0.8,77,61,94,2,81.56,Moderately,4
406.6,11.4,2,50,0.7,18,64,94,0,89.75,Moderately,8
420,12,2,50,0.8,68,95,97,1,84.99,Moderately,6
459.6,11.7,2,49,0.8,64,118,106,3,80.8,Moderately,4
477.9,9.9,2,49,0.7,71,106,91,2,81.72,Moderately,4
424.9,10.5,3,50,0.6,69,66,102,3,80.8,Moderately,4
429.7,9.9,3,49,0.7,22,88,113,1,86.99,Moderately,7
470.5,12.8,2,50,0.7,54,92,104,3,79.85,Weekly,3
472.6,11.3,2,49,0.6,28,87,92,3,81.14,Moderately,4
430.8,12.3,2,50,0.7,47,67,100,3,80.75,Moderately,4
428.3,10,2,50,0.8,48,106,91,3,79.68,Weekly,3
425.2,8.2,3,49,0.5,17,88,106,0,93.23,Strongly,9
461.3,10,3,50,0.8,58,106,101,3,81.52,Moderately,4
431.9,8.1,2,49,0.5,37,77,112,0,91.8,Strongly,9
411.8,8.7,2,50,0.8,50,119,95,0,89.83,Moderately,8
446.2,12.9,3,50,0.8,45,58,109,2,82.09,Moderately,4
424.4,8.2,2,49,0.5,54,113,89,3,81.59,Moderately,4
449.4,10.7,3,49,0.8,51,101,90,1,85.68,Moderately,6
450.2,7.8,3,49,0.5,43,118,107,3,84.06,Moderately,5
414.7,7.1,2,50,0.7,48,78,117,0,91.09,Strongly,9
441.4,9.4,3,50,0.6,35,67,108,0,91.85,Strongly,9
441.8,8.2,2,49,0.7,59,112,119,3,80.86,Moderately,4
423.5,10.3,2,49,0.8,32,116,119,0,90.28,Strongly,8
443,11.1,3,50,0.7,32,69,97,3,80.54,Moderately,4
447.6,8.8,3,49,0.6,45,116,93,2,83.09,Moderately,5
453.7,9.3,2,50,0.8,14,84,81,1,85.25,Moderately,6
442.6,10.1,2,49,0.7,22,103,83,3,79.83,Weekly,3
473.9,9.7,3,49,0.5,14,95,83,3,82.5,Moderately,5
431.3,10.5,2,50,0.6,21,80,96,1,85.71,Moderately,6
473.9,9.7,3,49,0.6,61,96,102,1,85.97,Moderately,6
435.5,8.9,3,49,0.5,71,102,106,1,86.65,Moderately,7
415.3,11.9,2,50,0.5,31,60,91,2,81.86,Moderately,4
479.1,12.4,2,50,0.8,20,119,116,3,80.11,Moderately,3
437.8,12.4,3,49,0.6,39,114,96,2,82.4,Moderately,5
462.7,7,3,50,0.6,34,63,119,2,86.5,Moderately,7
438,9.2,2,49,0.6,43,105,94,0,90.35,Strongly,8
421,7.7,3,50,0.7,73,93,83,0,89.54,Moderately,8
442.7,11.5,2,49,0.8,74,86,113,0,88.85,Moderately,8
440.5,12.5,3,49,0.5,49,77,93,2,83.61,Moderately,5
447.6,12.7,3,50,0.5,20,109,88,0,89.86,Moderately,8
416.3,10.9,3,50,0.8,77,101,85,2,81.59,Moderately,4
450.6,11.4,3,50,0.7,20,106,101,0,89.8,Moderately,8
434.6,8.2,3,49,0.7,48,61,92,3,80.93,Moderately,4
411.7,11.7,2,50,0.7,31,113,88,3,80.62,Moderately,4
445.9,10.7,3,50,0.8,68,76,95,0,89.17,Moderately,8
400.4,7.3,3,49,0.6,37,72,84,3,82.16,Moderately,4
476.3,12.4,3,49,0.5,35,59,105,0,90.75,Strongly,8
406.1,12.3,2,50,0.8,63,83,106,2,81.38,Moderately,4
473.7,12.5,2,50,0.5,16,87,114,2,83.73,Moderately,5
440.3,12.2,3,50,0.6,19,89,116,3,81.38,Moderately,4
457.2,9.2,2,50,0.7,38,51,89,0,90.01,Strongly,8
477.2,9.6,2,49,0.5,40,99,102,2,83.85,Moderately,5
417,7.7,2,49,0.8,39,79,99,2,83.01,Moderately,5
419.2,12.7,3,50,0.5,29,96,84,3,81.46,Moderately,4
478.8,8,3,49,0.6,48,53,95,0,91.99,Strongly,9
478.6,10.5,2,49,0.7,35,60,111,0,90.5,Strongly,8
417.5,9,2,50,0.8,18,93,109,2,83.05,Moderately,5
435,8.8,2,49,0.6,36,105,103,0,90.75,Strongly,8
422.3,12.4,2,49,0.5,78,107,108,1,84.75,Moderately,6
459.8,12.3,3,49,0.8,46,102,105,0,90.41,Strongly,8
409,8.8,3,50,0.8,51,76,100,1,85.08,Moderately,6
471.3,10.8,3,49,0.7,76,81,90,2,82.13,Moderately,4
466.8,11.6,3,49,0.8,22,94,118,2,83.88,Moderately,5
473.6,9,2,49,0.5,39,67,100,3,82.1,Moderately,4
447.9,10.7,3,49,0.7,78,80,88,0,90.22,Strongly,8
454,8.1,3,50,0.7,61,57,90,2,83.65,Moderately,5
452.6,12.4,3,50,0.7,43,86,115,3,80.81,Moderately,4
455.6,7.9,3,50,0.6,41,104,83,0,91.27,Strongly,9
463.7,11.3,2,50,0.6,36,77,117,0,90.71,Strongly,8
470.3,12.1,2,49,0.7,48,51,117,0,89.28,Moderately,8
428.5,10.7,3,49,0.5,32,94,97,0,90.54,Strongly,8
470.4,12.2,2,50,0.7,58,102,92,3,79.69,Weekly,3
446.7,7.1,2,50,0.7,40,56,92,1,84.97,Moderately,6
404.2,7.2,2,50,0.7,77,69,92,3,80.08,Moderately,3
427.5,12.2,2,49,0.7,14,53,115,3,81.22,Moderately,4
417.7,11,2,49,0.8,57,63,101,1,85.19,Moderately,6
413.6,9.5,3,49,0.5,26,102,92,3,81.46,Moderately,4
476.2,8.1,3,49,0.7,63,88,98,0,91.44,Strongly,9
452.4,12.1,2,50,0.5,74,70,98,1,84.63,Moderately,6
437.8,12.3,3,49,0.5,48,65,82,2,82.28,Moderately,4
433.1,12.8,3,49,0.7,47,77,104,0,89.44,Moderately,8
416.4,8.6,2,49,0.8,69,100,105,2,81.83,Moderately,4
450.4,12.1,2,50,0.7,30,73,110,1,84.58,Moderately,6
457,11.3,2,49,0.7,62,87,117,0,89.27,Moderately,8
404.6,9.8,2,50,0.6,45,116,87,2,82.7,Moderately,5
411.5,7.2,2,50,0.6,29,101,113,1,85.9,Moderately,6
442.7,9.9,3,49,0.8,56,117,83,2,81.87,Moderately,4
435.1,10.6,3,50,0.8,52,107,100,3,80.32,Moderately,3
441.5,8.5,3,49,0.7,45,112,80,3,81.51,Moderately,4
477.4,8.9,2,49,0.8,55,83,112,1,85.94,Moderately,6
426,10.7,2,49,0.6,45,68,84,0,88.81,Moderately,8
435.4,9.1,2,50,0.8,10,72,114,2,82.28,Moderately,4
417.1,10.5,3,50,0.6,56,119,97,3,80.69,Moderately,4
417.1,8,2,50,0.8,15,94,117,3,81.68,Moderately,4
419.6,12.5,2,49,0.7,11,115,109,0,89.05,Moderately,8
432.6,10.7,2,49,0.6,49,60,98,0,89.14,Moderately,8
454.5,9.9,3,50,0.8,48,56,117,2,82.88,Moderately,5
404.3,12.9,2,50,0.5,49,114,116,0,89.41,Moderately,8
471.2,8.7,2,50,0.5,33,103,102,3,81.22,Moderately,4
433.1,9.2,2,50,0.5,23,94,92,1,85.18,Moderately,6
463.9,7.3,3,50,0.5,51,119,90,2,85.07,Moderately,6
468.6,10.6,3,50,0.8,73,71,105,2,83.28,Moderately,5
458.4,9.2,3,49,0.6,69,77,80,0,89.65,Moderately,8
418.2,10,2,50,0.7,41,50,114,0,90.32,Strongly,8
462.4,10.2,2,50,0.7,57,85,85,1,85.23,Moderately,6
465.8,8.4,3,49,0.6,50,83,81,3,80.97,Moderately,4
402.4,9.9,2,50,0.5,36,91,119,0,90.19,Strongly,8
427.8,12.8,3,49,0.7,17,94,117,1,86.49,Moderately,7
464.1,9.5,3,49,0.7,31,103,111,2,84.42,Moderately,6
403,10.3,2,49,0.6,45,119,108,3,80.32,Moderately,3
463.9,7.6,3,50,0.5,30,91,99,3,82.86,Moderately,5
402.5,7.1,2,49,0.5,24,58,86,2,82.71,Moderately,5
421.6,7.8,2,50,0.8,13,97,99,0,89.32,Moderately,8
410.8,10.6,3,49,0.5,10,69,84,3,80.98,Moderately,4
441.2,8.4,2,49,0.5,76,117,91,1,85.09,Moderately,6
424,8.8,2,50,0.5,65,75,111,0,90.12,Strongly,8
452.7,11.8,3,50,0.6,76,57,116,3,82.08,Moderately,4
428.4,9.7,3,49,0.7,21,76,112,0,90.59,Strongly,8
446.7,9.6,3,49,0.7,54,113,96,1,85.28,Moderately,6
404.1,11.2,2,50,0.6,72,117,119,2,82.06,Moderately,4
440.6,7,3,50,0.7,62,89,85,3,81.91,Moderately,4
472.5,7.3,2,49,0.5,30,95,100,2,83.6,Moderately,5
401.3,10,2,50,0.8,66,89,101,3,80.71,Moderately,4
473.5,12,2,50,0.6,58,103,110,2,82.07,Moderately,4
431.8,9.7,2,49,0.5,10,111,90,3,81.61,Moderately,4
418.2,11.3,2,49,0.6,68,75,115,0,89.31,Moderately,8
415.7,10.6,2,49,0.7,60,72,96,3,80.8,Moderately,4
479.7,8.6,2,50,0.5,71,86,82,0,90.42,Strongly,8
